2021-03-14 02:12:42,542 passlib.registry registered 'md5_crypt' handler: <class 'passlib.handlers.md5_crypt.md5_crypt'>
2021-03-14 02:12:42,840 p=2269 u=root |  PLAY [Initialization Checkpoint Start] ******************************************************************************************************************************************
2021-03-14 02:12:51,814 p=2269 u=root |  TASK [openshift_sanitize_inventory : debug] *************************************************************************************************************************************
2021-03-14 02:12:51,853 p=2269 u=root |  skipping: [master.okd.me]
2021-03-14 02:12:51,890 p=2269 u=root |  skipping: [node01.okd.me]
2021-03-14 02:12:51,910 p=2269 u=root |  skipping: [node02.okd.me]
2021-03-14 02:12:51,944 p=2269 u=root |  TASK [openshift_sanitize_inventory : set_stats] *********************************************************************************************************************************
2021-03-14 02:12:51,989 p=2269 u=root |  skipping: [master.okd.me]
2021-03-14 02:12:52,027 p=2269 u=root |  skipping: [node01.okd.me]
2021-03-14 02:12:52,045 p=2269 u=root |  skipping: [node02.okd.me]
2021-03-14 02:12:52,076 p=2269 u=root |  TASK [openshift_sanitize_inventory : set_fact] **********************************************************************************************************************************
2021-03-14 02:12:52,181 p=2269 u=root |  ok: [master.okd.me]
2021-03-14 02:12:52,206 p=2269 u=root |  ok: [node01.okd.me]
2021-03-14 02:12:52,251 p=2269 u=root |  ok: [node02.okd.me]
2021-03-14 02:12:52,282 p=2269 u=root |  TASK [openshift_sanitize_inventory : Standardize on latest variable names] ******************************************************************************************************
2021-03-14 02:12:52,377 p=2269 u=root |  ok: [master.okd.me]
2021-03-14 02:12:52,388 p=2269 u=root |  ok: [node01.okd.me]
2021-03-14 02:12:52,437 p=2269 u=root |  ok: [node02.okd.me]
2021-03-14 02:12:52,468 p=2269 u=root |  TASK [openshift_sanitize_inventory : Normalize openshift_release] ***************************************************************************************************************
2021-03-14 02:12:52,563 p=2269 u=root |  ok: [master.okd.me]
2021-03-14 02:12:52,610 p=2269 u=root |  ok: [node01.okd.me]
2021-03-14 02:12:52,632 p=2269 u=root |  ok: [node02.okd.me]
2021-03-14 02:12:52,663 p=2269 u=root |  TASK [openshift_sanitize_inventory : Abort when openshift_release is invalid] ***************************************************************************************************
2021-03-14 02:12:52,702 p=2269 u=root |  skipping: [master.okd.me]
2021-03-14 02:12:52,737 p=2269 u=root |  skipping: [node01.okd.me]
2021-03-14 02:12:52,763 p=2269 u=root |  skipping: [node02.okd.me]
2021-03-14 02:12:52,798 p=2269 u=root |  TASK [openshift_sanitize_inventory : include_tasks] *****************************************************************************************************************************
2021-03-14 02:12:53,001 p=2269 u=root |  included: /usr/share/ansible/openshift-ansible/roles/openshift_sanitize_inventory/tasks/unsupported.yml for master.okd.me, node01.okd.me, node02.okd.me
2021-03-14 02:12:53,050 p=2269 u=root |  TASK [openshift_sanitize_inventory : set_fact] **********************************************************************************************************************************
2021-03-14 02:12:53,216 p=2269 u=root |  TASK [openshift_sanitize_inventory : Ensure that dynamic provisioning is set if using dynamic storage] **************************************************************************
2021-03-14 02:12:53,257 p=2269 u=root |  skipping: [master.okd.me]
2021-03-14 02:12:53,299 p=2269 u=root |  skipping: [node01.okd.me]
2021-03-14 02:12:53,326 p=2269 u=root |  skipping: [node02.okd.me]
2021-03-14 02:12:53,360 p=2269 u=root |  TASK [openshift_sanitize_inventory : Ensure the hosted registry's GlusterFS storage is configured correctly] ********************************************************************
2021-03-14 02:12:53,399 p=2269 u=root |  skipping: [master.okd.me]
2021-03-14 02:12:53,435 p=2269 u=root |  skipping: [node01.okd.me]
2021-03-14 02:12:53,457 p=2269 u=root |  skipping: [node02.okd.me]
2021-03-14 02:12:53,492 p=2269 u=root |  TASK [openshift_sanitize_inventory : Ensure the hosted registry's GlusterFS storage is configured correctly] ********************************************************************
2021-03-14 02:12:53,543 p=2269 u=root |  skipping: [master.okd.me]
2021-03-14 02:12:53,597 p=2269 u=root |  skipping: [node01.okd.me]
2021-03-14 02:12:53,618 p=2269 u=root |  skipping: [node02.okd.me]
2021-03-14 02:12:53,654 p=2269 u=root |  TASK [openshift_sanitize_inventory : Check for deprecated prometheus/grafana install] *******************************************************************************************
2021-03-14 02:12:53,701 p=2269 u=root |  skipping: [master.okd.me]
2021-03-14 02:12:53,748 p=2269 u=root |  skipping: [node01.okd.me]
2021-03-14 02:12:53,767 p=2269 u=root |  skipping: [node02.okd.me]
2021-03-14 02:12:53,800 p=2269 u=root |  TASK [openshift_sanitize_inventory : Ensure clusterid is set along with the cloudprovider] **************************************************************************************
2021-03-14 02:12:53,840 p=2269 u=root |  skipping: [master.okd.me]
2021-03-14 02:12:53,876 p=2269 u=root |  skipping: [node01.okd.me]
2021-03-14 02:12:53,896 p=2269 u=root |  skipping: [node02.okd.me]
2021-03-14 02:12:53,926 p=2269 u=root |  TASK [openshift_sanitize_inventory : Ensure ansible_service_broker_remove and ansible_service_broker_install are mutually exclusive] ********************************************
2021-03-14 02:12:53,967 p=2269 u=root |  skipping: [master.okd.me]
2021-03-14 02:12:54,003 p=2269 u=root |  skipping: [node01.okd.me]
2021-03-14 02:12:54,021 p=2269 u=root |  skipping: [node02.okd.me]
2021-03-14 02:12:54,053 p=2269 u=root |  TASK [openshift_sanitize_inventory : Ensure template_service_broker_remove and template_service_broker_install are mutually exclusive] ******************************************
2021-03-14 02:12:54,094 p=2269 u=root |  skipping: [master.okd.me]
2021-03-14 02:12:54,131 p=2269 u=root |  skipping: [node01.okd.me]
2021-03-14 02:12:54,148 p=2269 u=root |  skipping: [node02.okd.me]
2021-03-14 02:12:54,182 p=2269 u=root |  TASK [openshift_sanitize_inventory : Ensure that all requires vsphere configuration variables are set] **************************************************************************
2021-03-14 02:12:54,223 p=2269 u=root |  skipping: [master.okd.me]
2021-03-14 02:12:54,259 p=2269 u=root |  skipping: [node01.okd.me]
2021-03-14 02:12:54,276 p=2269 u=root |  skipping: [node02.okd.me]
2021-03-14 02:12:54,313 p=2269 u=root |  TASK [openshift_sanitize_inventory : ensure provider configuration variables are defined] ***************************************************************************************
2021-03-14 02:12:54,352 p=2269 u=root |  skipping: [master.okd.me]
2021-03-14 02:12:54,388 p=2269 u=root |  skipping: [node01.okd.me]
2021-03-14 02:12:54,414 p=2269 u=root |  skipping: [node02.okd.me]
2021-03-14 02:12:54,445 p=2269 u=root |  TASK [openshift_sanitize_inventory : Ensure removed web console extension variables are not set] ********************************************************************************
2021-03-14 02:12:54,486 p=2269 u=root |  skipping: [master.okd.me]
2021-03-14 02:12:54,522 p=2269 u=root |  skipping: [node01.okd.me]
2021-03-14 02:12:54,545 p=2269 u=root |  skipping: [node02.okd.me]
2021-03-14 02:12:54,583 p=2269 u=root |  TASK [openshift_sanitize_inventory : Ensure that web console port matches API server port] **************************************************************************************
2021-03-14 02:12:54,624 p=2269 u=root |  skipping: [master.okd.me]
2021-03-14 02:12:54,661 p=2269 u=root |  skipping: [node01.okd.me]
2021-03-14 02:12:54,679 p=2269 u=root |  skipping: [node02.okd.me]
2021-03-14 02:12:54,718 p=2269 u=root |  TASK [openshift_sanitize_inventory : At least one master is schedulable] ********************************************************************************************************
2021-03-14 02:12:54,860 p=2269 u=root |  skipping: [master.okd.me]
2021-03-14 02:12:54,929 p=2269 u=root |  skipping: [node01.okd.me]
2021-03-14 02:12:54,962 p=2269 u=root |  skipping: [node02.okd.me]
2021-03-14 02:12:54,994 p=2269 u=root |  TASK [Detecting Operating System from ostree_booted] ****************************************************************************************************************************
2021-03-14 02:12:55,934 p=2269 u=root |  ok: [master.okd.me]
2021-03-14 02:12:55,942 p=2269 u=root |  ok: [node01.okd.me]
2021-03-14 02:12:55,953 p=2269 u=root |  ok: [node02.okd.me]
2021-03-14 02:12:55,995 p=2269 u=root |  TASK [set openshift_deployment_type if unset] ***********************************************************************************************************************************
2021-03-14 02:12:56,036 p=2269 u=root |  skipping: [master.okd.me]
2021-03-14 02:12:56,072 p=2269 u=root |  skipping: [node01.okd.me]
2021-03-14 02:12:56,088 p=2269 u=root |  skipping: [node02.okd.me]
2021-03-14 02:12:56,119 p=2269 u=root |  TASK [initialize_facts set fact openshift_is_atomic] ****************************************************************************************************************************
2021-03-14 02:12:56,214 p=2269 u=root |  ok: [master.okd.me]
2021-03-14 02:12:56,246 p=2269 u=root |  ok: [node01.okd.me]
2021-03-14 02:12:56,272 p=2269 u=root |  ok: [node02.okd.me]
2021-03-14 02:12:56,323 p=2269 u=root |  TASK [Determine Atomic Host Docker Version] *************************************************************************************************************************************
2021-03-14 02:12:56,362 p=2269 u=root |  skipping: [master.okd.me]
2021-03-14 02:12:56,397 p=2269 u=root |  skipping: [node01.okd.me]
2021-03-14 02:12:56,418 p=2269 u=root |  skipping: [node02.okd.me]
2021-03-14 02:12:56,460 p=2269 u=root |  TASK [assert atomic host docker version is 1.12 or later] ***********************************************************************************************************************
2021-03-14 02:12:56,506 p=2269 u=root |  skipping: [master.okd.me]
2021-03-14 02:12:56,546 p=2269 u=root |  skipping: [node01.okd.me]
2021-03-14 02:12:56,563 p=2269 u=root |  skipping: [node02.okd.me]
2021-03-14 02:12:56,575 p=2269 u=root |  PLAY [Retrieve existing master configs and validate] ****************************************************************************************************************************
2021-03-14 02:12:56,607 p=2269 u=root |  TASK [openshift_control_plane : stat] *******************************************************************************************************************************************
2021-03-14 02:12:57,003 p=2269 u=root |  ok: [master.okd.me]
2021-03-14 02:12:57,035 p=2269 u=root |  TASK [openshift_control_plane : slurp] ******************************************************************************************************************************************
2021-03-14 02:12:57,740 p=2269 u=root |  ok: [master.okd.me]
2021-03-14 02:12:57,776 p=2269 u=root |  TASK [openshift_control_plane : set_fact] ***************************************************************************************************************************************
2021-03-14 02:12:57,896 p=2269 u=root |  ok: [master.okd.me]
2021-03-14 02:12:57,947 p=2269 u=root |  TASK [openshift_control_plane : Check for file paths outside of /etc/origin/master in master's config] **************************************************************************
2021-03-14 02:12:58,028 p=2269 u=root |  ok: [master.okd.me]
2021-03-14 02:12:58,061 p=2269 u=root |  TASK [openshift_control_plane : set_fact] ***************************************************************************************************************************************
2021-03-14 02:12:58,135 p=2269 u=root |  ok: [master.okd.me]
2021-03-14 02:12:58,169 p=2269 u=root |  TASK [set_fact] *****************************************************************************************************************************************************************
2021-03-14 02:12:58,237 p=2269 u=root |  ok: [master.okd.me]
2021-03-14 02:12:58,272 p=2269 u=root |  TASK [set_fact] *****************************************************************************************************************************************************************
2021-03-14 02:12:58,357 p=2269 u=root |  ok: [master.okd.me]
2021-03-14 02:12:58,369 p=2269 u=root |  PLAY [Initialize special first-master variables] ********************************************************************************************************************************
2021-03-14 02:12:58,402 p=2269 u=root |  TASK [Gathering Facts] **********************************************************************************************************************************************************
2021-03-14 02:12:59,166 p=2269 u=root |  ok: [master.okd.me]
2021-03-14 02:12:59,199 p=2269 u=root |  TASK [set_fact] *****************************************************************************************************************************************************************
2021-03-14 02:12:59,278 p=2269 u=root |  ok: [master.okd.me]
2021-03-14 02:12:59,311 p=2269 u=root |  TASK [set_fact] *****************************************************************************************************************************************************************
2021-03-14 02:12:59,376 p=2269 u=root |  ok: [master.okd.me]
2021-03-14 02:12:59,388 p=2269 u=root |  PLAY [Disable web console if required] ******************************************************************************************************************************************
2021-03-14 02:12:59,420 p=2269 u=root |  TASK [set_fact] *****************************************************************************************************************************************************************
2021-03-14 02:12:59,450 p=2269 u=root |  skipping: [master.okd.me]
2021-03-14 02:12:59,463 p=2269 u=root |  PLAY [Setup yum repositories for all hosts] *************************************************************************************************************************************
2021-03-14 02:12:59,463 p=2269 u=root |  skipping: no hosts matched
2021-03-14 02:12:59,474 p=2269 u=root |  PLAY [Install packages necessary for installer] *********************************************************************************************************************************
2021-03-14 02:12:59,505 p=2269 u=root |  TASK [Gathering Facts] **********************************************************************************************************************************************************
2021-03-14 02:12:59,544 p=2269 u=root |  skipping: [master.okd.me]
2021-03-14 02:12:59,580 p=2269 u=root |  skipping: [node01.okd.me]
2021-03-14 02:12:59,600 p=2269 u=root |  skipping: [node02.okd.me]
2021-03-14 02:12:59,643 p=2269 u=root |  TASK [Determine if chrony is installed] *****************************************************************************************************************************************
2021-03-14 02:12:59,685 p=2269 u=root |  skipping: [master.okd.me]
2021-03-14 02:12:59,724 p=2269 u=root |  skipping: [node01.okd.me]
2021-03-14 02:12:59,740 p=2269 u=root |  skipping: [node02.okd.me]
2021-03-14 02:12:59,791 p=2269 u=root |  TASK [Install ntp package] ******************************************************************************************************************************************************
2021-03-14 02:12:59,832 p=2269 u=root |  skipping: [master.okd.me]
2021-03-14 02:12:59,870 p=2269 u=root |  skipping: [node01.okd.me]
2021-03-14 02:12:59,893 p=2269 u=root |  skipping: [node02.okd.me]
2021-03-14 02:12:59,928 p=2269 u=root |  TASK [Start and enable ntpd/chronyd] ********************************************************************************************************************************************
2021-03-14 02:12:59,984 p=2269 u=root |  skipping: [master.okd.me]
2021-03-14 02:13:00,022 p=2269 u=root |  skipping: [node01.okd.me]
2021-03-14 02:13:00,040 p=2269 u=root |  skipping: [node02.okd.me]
2021-03-14 02:13:00,077 p=2269 u=root |  TASK [Ensure openshift-ansible installer package deps are installed] ************************************************************************************************************
2021-03-14 02:13:00,123 p=2269 u=root |  skipping: [master.okd.me]
2021-03-14 02:13:00,171 p=2269 u=root |  skipping: [node01.okd.me]
2021-03-14 02:13:00,191 p=2269 u=root |  skipping: [node02.okd.me]
2021-03-14 02:13:00,206 p=2269 u=root |  PLAY [Initialize cluster facts] *************************************************************************************************************************************************
2021-03-14 02:13:00,236 p=2269 u=root |  TASK [Gathering Facts] **********************************************************************************************************************************************************
2021-03-14 02:13:01,733 p=2269 u=root |  ok: [master.okd.me]
2021-03-14 02:13:01,762 p=2269 u=root |  ok: [node01.okd.me]
2021-03-14 02:13:01,852 p=2269 u=root |  ok: [node02.okd.me]
2021-03-14 02:13:01,893 p=2269 u=root |  TASK [get openshift_current_version] ********************************************************************************************************************************************
2021-03-14 02:13:02,782 p=2269 u=root |  ok: [node02.okd.me]
2021-03-14 02:13:02,916 p=2269 u=root |  ok: [node01.okd.me]
2021-03-14 02:13:06,672 p=2269 u=root |  ok: [master.okd.me]
2021-03-14 02:13:06,703 p=2269 u=root |  TASK [set_fact openshift_portal_net if present on masters] **********************************************************************************************************************
2021-03-14 02:13:06,896 p=2269 u=root |  ok: [master.okd.me]
2021-03-14 02:13:06,964 p=2269 u=root |  ok: [node01.okd.me]
2021-03-14 02:13:07,002 p=2269 u=root |  ok: [node02.okd.me]
2021-03-14 02:13:07,033 p=2269 u=root |  TASK [Gather Cluster facts] *****************************************************************************************************************************************************
2021-03-14 02:13:08,677 p=2269 u=root |  ok: [master.okd.me]
2021-03-14 02:13:12,090 p=2269 u=root |  ok: [node01.okd.me]
2021-03-14 02:13:12,214 p=2269 u=root |  ok: [node02.okd.me]
2021-03-14 02:13:12,248 p=2269 u=root |  TASK [Set fact of no_proxy_internal_hostnames] **********************************************************************************************************************************
2021-03-14 02:13:12,290 p=2269 u=root |  skipping: [master.okd.me]
2021-03-14 02:13:12,339 p=2269 u=root |  skipping: [node01.okd.me]
2021-03-14 02:13:12,360 p=2269 u=root |  skipping: [node02.okd.me]
2021-03-14 02:13:12,405 p=2269 u=root |  TASK [Initialize openshift.node.sdn_mtu] ****************************************************************************************************************************************
2021-03-14 02:13:13,742 p=2269 u=root |  ok: [master.okd.me]
2021-03-14 02:13:13,925 p=2269 u=root |  ok: [node02.okd.me]
2021-03-14 02:13:13,969 p=2269 u=root |  ok: [node01.okd.me]
2021-03-14 02:13:14,011 p=2269 u=root |  TASK [set_fact l_kubelet_node_name] *********************************************************************************************************************************************
2021-03-14 02:13:14,130 p=2269 u=root |  ok: [master.okd.me]
2021-03-14 02:13:14,165 p=2269 u=root |  ok: [node01.okd.me]
2021-03-14 02:13:14,196 p=2269 u=root |  ok: [node02.okd.me]
2021-03-14 02:13:14,207 p=2269 u=root |  PLAY [Initialize etcd host variables] *******************************************************************************************************************************************
2021-03-14 02:13:14,240 p=2269 u=root |  TASK [Gathering Facts] **********************************************************************************************************************************************************
2021-03-14 02:13:15,139 p=2269 u=root |  ok: [master.okd.me]
2021-03-14 02:13:15,179 p=2269 u=root |  TASK [set_fact] *****************************************************************************************************************************************************************
2021-03-14 02:13:15,296 p=2269 u=root |  ok: [master.okd.me]
2021-03-14 02:13:15,330 p=2269 u=root |  TASK [set_fact] *****************************************************************************************************************************************************************
2021-03-14 02:13:15,401 p=2269 u=root |  ok: [master.okd.me]
2021-03-14 02:13:15,423 p=2269 u=root |  PLAY [Determine openshift_version to configure on first master] *****************************************************************************************************************
2021-03-14 02:13:15,459 p=2269 u=root |  TASK [Gathering Facts] **********************************************************************************************************************************************************
2021-03-14 02:13:16,277 p=2269 u=root |  ok: [master.okd.me]
2021-03-14 02:13:16,338 p=2269 u=root |  TASK [include_role : openshift_version] *****************************************************************************************************************************************
2021-03-14 02:13:16,558 p=2269 u=root |  TASK [openshift_version : Use openshift_current_version fact as version to configure if already installed] **********************************************************************
2021-03-14 02:13:16,660 p=2269 u=root |  ok: [master.okd.me]
2021-03-14 02:13:16,695 p=2269 u=root |  TASK [openshift_version : Set openshift_version to openshift_release if undefined] **********************************************************************************************
2021-03-14 02:13:16,720 p=2269 u=root |  skipping: [master.okd.me]
2021-03-14 02:13:16,760 p=2269 u=root |  TASK [openshift_version : debug] ************************************************************************************************************************************************
2021-03-14 02:13:16,974 p=2269 u=root |  ok: [master.okd.me] => {
    "msg": "openshift_pkg_version was not defined. Falling back to -3.11.0"
}
2021-03-14 02:13:17,009 p=2269 u=root |  TASK [openshift_version : set_fact] *********************************************************************************************************************************************
2021-03-14 02:13:17,194 p=2269 u=root |  ok: [master.okd.me]
2021-03-14 02:13:17,229 p=2269 u=root |  TASK [openshift_version : debug] ************************************************************************************************************************************************
2021-03-14 02:13:17,431 p=2269 u=root |  ok: [master.okd.me] => {
    "msg": "openshift_image_tag was not defined. Falling back to v3.11.0"
}
2021-03-14 02:13:17,468 p=2269 u=root |  TASK [openshift_version : set_fact] *********************************************************************************************************************************************
2021-03-14 02:13:17,647 p=2269 u=root |  ok: [master.okd.me]
2021-03-14 02:13:17,681 p=2269 u=root |  TASK [openshift_version : assert openshift_release in openshift_image_tag] ******************************************************************************************************
2021-03-14 02:13:17,861 p=2269 u=root |  ok: [master.okd.me] => {
    "changed": false, 
    "msg": "All assertions passed"
}
2021-03-14 02:13:17,896 p=2269 u=root |  TASK [openshift_version : assert openshift_release in openshift_pkg_version] ****************************************************************************************************
2021-03-14 02:13:18,076 p=2269 u=root |  ok: [master.okd.me] => {
    "changed": false, 
    "msg": "All assertions passed"
}
2021-03-14 02:13:18,111 p=2269 u=root |  TASK [openshift_version : debug] ************************************************************************************************************************************************
2021-03-14 02:13:18,168 p=2269 u=root |  ok: [master.okd.me] => {
    "openshift_release": "3.11"
}
2021-03-14 02:13:18,203 p=2269 u=root |  TASK [openshift_version : debug] ************************************************************************************************************************************************
2021-03-14 02:13:18,261 p=2269 u=root |  ok: [master.okd.me] => {
    "openshift_image_tag": "v3.11.0"
}
2021-03-14 02:13:18,295 p=2269 u=root |  TASK [openshift_version : debug] ************************************************************************************************************************************************
2021-03-14 02:13:18,476 p=2269 u=root |  ok: [master.okd.me] => {
    "openshift_pkg_version": "-3.11.0*"
}
2021-03-14 02:13:18,511 p=2269 u=root |  TASK [openshift_version : debug] ************************************************************************************************************************************************
2021-03-14 02:13:18,689 p=2269 u=root |  ok: [master.okd.me] => {
    "openshift_version": "3.11.0"
}
2021-03-14 02:13:18,707 p=2269 u=root |  PLAY [Set openshift_version for etcd, node, and master hosts] *******************************************************************************************************************
2021-03-14 02:13:18,734 p=2269 u=root |  TASK [Gathering Facts] **********************************************************************************************************************************************************
2021-03-14 02:13:19,992 p=2269 u=root |  ok: [node01.okd.me]
2021-03-14 02:13:20,013 p=2269 u=root |  ok: [node02.okd.me]
2021-03-14 02:13:20,045 p=2269 u=root |  TASK [set_fact] *****************************************************************************************************************************************************************
2021-03-14 02:13:20,365 p=2269 u=root |  ok: [node01.okd.me]
2021-03-14 02:13:20,408 p=2269 u=root |  ok: [node02.okd.me]
2021-03-14 02:13:20,419 p=2269 u=root |  PLAY [Verify Requirements] ******************************************************************************************************************************************************
2021-03-14 02:13:20,452 p=2269 u=root |  TASK [Gathering Facts] **********************************************************************************************************************************************************
2021-03-14 02:13:21,454 p=2269 u=root |  ok: [master.okd.me]
2021-03-14 02:13:21,516 p=2269 u=root |  TASK [Run variable sanity checks] ***********************************************************************************************************************************************
2021-03-14 02:13:29,124 p=2269 u=root |  ok: [master.okd.me]
2021-03-14 02:13:29,179 p=2269 u=root |  TASK [Validate openshift_node_groups and openshift_node_group_name] *************************************************************************************************************
2021-03-14 02:13:29,471 p=2269 u=root |  ok: [master.okd.me]
2021-03-14 02:13:29,487 p=2269 u=root |  PLAY [Verify Node NetworkManager] ***********************************************************************************************************************************************
2021-03-14 02:13:29,526 p=2269 u=root |  TASK [Gathering Facts] **********************************************************************************************************************************************************
2021-03-14 02:13:31,066 p=2269 u=root |  ok: [node01.okd.me]
2021-03-14 02:13:31,370 p=2269 u=root |  ok: [master.okd.me]
2021-03-14 02:13:31,376 p=2269 u=root |  ok: [node02.okd.me]
2021-03-14 02:13:31,420 p=2269 u=root |  TASK [Check for NetworkManager service] *****************************************************************************************************************************************
2021-03-14 02:13:32,436 p=2269 u=root |  ok: [master.okd.me]
2021-03-14 02:13:32,515 p=2269 u=root |  ok: [node01.okd.me]
2021-03-14 02:13:32,548 p=2269 u=root |  ok: [node02.okd.me]
2021-03-14 02:13:32,583 p=2269 u=root |  TASK [fail] *********************************************************************************************************************************************************************
2021-03-14 02:13:32,646 p=2269 u=root |  skipping: [master.okd.me]
2021-03-14 02:13:32,691 p=2269 u=root |  skipping: [node01.okd.me]
2021-03-14 02:13:32,726 p=2269 u=root |  skipping: [node02.okd.me]
2021-03-14 02:13:32,739 p=2269 u=root |  PLAY [Initialization Checkpoint End] ********************************************************************************************************************************************
2021-03-14 02:13:32,772 p=2269 u=root |  TASK [Set install initialization 'Complete'] ************************************************************************************************************************************
2021-03-14 02:13:32,849 p=2269 u=root |  ok: [master.okd.me]
2021-03-14 02:13:32,862 p=2269 u=root |  PLAY [Health Check Checkpoint Start] ********************************************************************************************************************************************
2021-03-14 02:13:32,896 p=2269 u=root |  TASK [Set Health Check 'In Progress'] *******************************************************************************************************************************************
2021-03-14 02:13:32,970 p=2269 u=root |  ok: [master.okd.me]
